x-axis,1
second,Volt
0.000000,-0.000332
0.000500,-0.001181
0.001001,0.036164
0.001501,0.012823
0.002001,0.020776
0.002501,-0.000294
0.003002,-0.006738
0.003502,-0.024577
0.004002,-0.059110
0.004502,0.005684
0.005003,-0.025536
0.005503,-0.002874
0.006003,-0.029659
0.006503,-0.026870
0.007004,-0.020229
0.007504,0.037355
0.008004,0.045905
0.008504,0.020182
0.009005,-0.009209
0.009505,-0.007644
0.010005,0.039100
0.010505,0.008733
0.011006,0.031183
0.011506,-0.007030
0.012006,0.000417
0.012506,0.011407
0.013007,0.048848
0.013507,-0.001051
0.014007,-0.000106
0.014507,-0.029232
0.015008,-0.022822
0.015508,0.018557
0.016008,0.015405
0.016508,0.046746
0.017009,0.003079
0.017509,-0.012875
0.018009,-0.016651
0.018509,0.000137
0.019010,-0.028681
0.019510,0.004609
0.020010,-0.020993
0.020510,0.034722
0.021011,-0.018412
0.021511,-0.018375
0.022011,0.003432
0.022511,-0.031981
0.023012,-0.050760
0.023512,-0.004464
0.024012,-0.008592
0.024512,0.048968
0.025013,-0.017299
0.025513,0.001629
0.026013,0.024151
0.026513,-0.012846
0.027014,-0.009731
0.027514,0.008147
0.028014,0.044301
0.028514,-0.023438
0.029015,0.020499
0.029515,-0.003956
0.030015,0.011375
0.030515,-0.000911
0.031016,0.011355
0.031516,-0.000702
0.032016,0.008547
0.032516,-0.007403
0.033017,0.012033
0.033517,0.024029
0.034017,0.056252
0.034517,-0.035745
0.035018,-0.045631
0.035518,0.038475
0.036018,0.055230
0.036518,-0.018907
0.037019,0.001451
0.037519,0.015043
0.038019,-0.009429
0.038519,0.046014
0.039020,0.002600
0.039520,0.003058
0.040020,-0.006772
0.040520,-0.021322
0.041021,-0.001616
0.041521,0.042804
0.042021,-0.046118
0.042521,0.049290
0.043022,0.005683
0.043522,-0.009381
0.044022,0.035789
0.044522,0.029660
0.045023,-0.025117
0.045523,0.021097
0.046023,0.027462
0.046523,0.018408
0.047024,-0.005192
0.047524,0.005938
0.048024,-0.010922
0.048524,0.030276
0.049025,0.016555
0.049525,-0.007347
0.050025,0.023103
0.050525,0.020870
0.051026,0.023333
0.051526,-0.027285
0.052026,0.014797
0.052526,0.023188
0.053027,0.012749
0.053527,0.070936
0.054027,0.026233
0.054527,0.011251
0.055028,0.013851
0.055528,0.028850
0.056028,0.017432
0.056528,0.037188
0.057029,0.061807
0.057529,0.077567
0.058029,0.052802
0.058529,0.063899
0.059030,0.050402
0.059530,-0.019472
0.060030,0.030751
0.060530,0.035862
0.061031,0.003796
0.061531,0.045046
0.062031,0.044003
0.062531,0.019669
0.063032,0.040227
0.063532,0.056668
0.064032,0.044923
0.064532,0.020804
0.065033,0.045399
0.065533,0.005288
0.066033,0.056829
0.066533,0.060926
0.067034,0.039472
0.067534,0.024661
0.068034,0.040476
0.068534,0.011424
0.069035,0.068795
0.069535,0.026109
0.070035,0.021203
0.070535,0.071558
0.071036,0.044287
0.071536,0.016423
0.072036,0.074592
0.072536,0.055192
0.073037,0.030109
0.073537,0.040640
0.074037,0.000453
0.074537,0.082423
0.075038,0.053670
0.075538,0.073621
0.076038,0.096208
0.076538,0.036558
0.077039,0.046944
0.077539,0.032193
0.078039,0.081352
0.078539,0.040952
0.079040,0.019934
0.079540,0.083413
0.080040,0.059965
0.080540,0.037017
0.081041,0.058956
0.081541,0.047167
0.082041,0.048894
0.082541,0.083192
0.083042,-0.002180
0.083542,0.043336
0.084042,0.043733
0.084542,0.039282
0.085043,0.033330
0.085543,0.068265
0.086043,0.050189
0.086543,0.025785
0.087044,0.082197
0.087544,0.076457
0.088044,0.030074
0.088544,0.009419
0.089045,0.069359
0.089545,0.102465
0.090045,0.134931
0.090545,0.068842
0.091046,0.067882
0.091546,0.066838
0.092046,0.035468
0.092546,0.084204
0.093047,0.083829
0.093547,0.081256
0.094047,0.040523
0.094547,0.070430
0.095048,0.016781
0.095548,0.053069
0.096048,0.028494
0.096548,0.091690
0.097049,0.111417
0.097549,0.062638
0.098049,0.105349
0.098549,0.097292
0.099050,0.112470
0.099550,0.061659
0.100050,0.073655
0.100550,0.087366
0.101051,0.101483
0.101551,0.116478
0.102051,0.050472
0.102551,0.102798
0.103052,0.106632
0.103552,0.051131
0.104052,0.087254
0.104552,0.059096
0.105053,0.104596
0.105553,0.073062
0.106053,0.112953
0.106553,0.104829
0.107054,0.082015
0.107554,0.105828
0.108054,0.121874
0.108554,0.123682
0.109055,0.069701
0.109555,0.070642
0.110055,0.099582
0.110555,0.140062
0.111056,0.117507
0.111556,0.147013
0.112056,0.096221
0.112556,0.094574
0.113057,0.121175
0.113557,0.126142
0.114057,0.133747
0.114557,0.123467
0.115058,0.103716
0.115558,0.121684
0.116058,0.079985
0.116558,0.123503
0.117059,0.150855
0.117559,0.149316
0.118059,0.112082
0.118559,0.114715
0.119060,0.129171
0.119560,0.135642
0.120060,0.111497
0.120560,0.117029
0.121061,0.122174
0.121561,0.083966
0.122061,0.147083
0.122561,0.110843
0.123062,0.130819
0.123562,0.135023
0.124062,0.101373
0.124562,0.136317
0.125063,0.087897
0.125563,0.069792
0.126063,0.108941
0.126563,0.124586
0.127064,0.120547
0.127564,0.102729
0.128064,0.112214
0.128564,0.167111
0.129065,0.111843
0.129565,0.119849
0.130065,0.154640
0.130565,0.173306
0.131066,0.147437
0.131566,0.085508
0.132066,0.147200
0.132566,0.125937
0.133067,0.157471
0.133567,0.151311
0.134067,0.146844
0.134567,0.187120
0.135068,0.152657
0.135568,0.174600
0.136068,0.083839
0.136568,0.136739
0.137069,0.169577
0.137569,0.127521
0.138069,0.164068
0.138569,0.174578
0.139070,0.116189
0.139570,0.115463
0.140070,0.159954
0.140570,0.168464
0.141071,0.128737
0.141571,0.163181
0.142071,0.149719
0.142571,0.169672
0.143072,0.186105
0.143572,0.160957
0.144072,0.143971
0.144572,0.164397
0.145073,0.220897
0.145573,0.088117
0.146073,0.191870
0.146573,0.144545
0.147074,0.229626
0.147574,0.180950
0.148074,0.168988
0.148574,0.196401
0.149075,0.210293
0.149575,0.157752
0.150075,0.144337
0.150575,0.149184
0.151076,0.192870
0.151576,0.200004
0.152076,0.170208
0.152576,0.164671
0.153077,0.172161
0.153577,0.185345
0.154077,0.177494
0.154577,0.219364
0.155078,0.175384
0.155578,0.225926
0.156078,0.204411
0.156578,0.175291
0.157079,0.183093
0.157579,0.171614
0.158079,0.168179
0.158579,0.229845
0.159080,0.169758
